id,date,content,username,displayname,followers,retweet_count,like_count,reply_count,quote_count,year,month,day,hour,minute,word_count,is_retweet,has_media,industry,tweet_style,hashtag_count,url_count
420455985,2018-01-22 12:54:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,783,4260,240,72,2018,1,22,12,54,27,False,False,Politics,thoughtful,0,1
46962322,2018-01-22 19:41:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,1030,3867,143,42,2018,1,22,19,41,20,False,False,Tech,informative,1,0
644969429,2018-01-23 04:53:00,This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,1220,5364,422,126,2018,1,23,4,53,19,False,False,Tech,erratic,1,0
721297457,2018-01-23 09:56:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,754,3104,114,34,2018,1,23,9,56,22,False,True,Music,consistent,0,0
486997993,2018-01-23 19:36:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,812,2876,68,20,2018,1,23,19,36,21,False,True,Science,professional,0,0
496375511,2018-01-23 20:21:00,Excited to share our latest project in Tech. More soon!,elonmusk,Elon Musk,150000000,385,1363,30,9,2018,1,23,20,21,12,False,True,Tech,erratic,0,0
945957633,2018-01-23 20:55:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,993,6286,476,142,2018,1,23,20,55,22,False,False,Music,consistent,0,0
512801572,2018-01-24 03:05:00,Excited to share our latest project in Tech. More soon!,elonmusk,Elon Musk,150000000,441,3960,132,39,2018,1,24,3,5,11,False,False,Tech,erratic,1,0
687572759,2018-01-24 20:34:00,Proud of what we're building. Stay tuned for updates.,elonmusk,Elon Musk,150000000,302,1292,50,15,2018,1,24,20,34,10,False,False,Tech,erratic,0,0
7939219,2018-01-25 01:38:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,921,3655,76,22,2018,1,25,1,38,29,False,False,Politics,thoughtful,0,0
974902861,2018-01-25 03:23:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,425,3865,104,31,2018,1,25,3,23,23,False,False,Tech,informative,0,0
871700876,2018-01-25 06:08:00,Proud of what we're building. Stay tuned for updates.,elonmusk,Elon Musk,150000000,201,793,25,7,2018,1,25,6,8,5,False,False,Tech,erratic,1,0
876989027,2018-01-25 09:51:00,This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,630,2451,188,56,2018,1,25,9,51,18,False,False,Tech,informative,1,1
763664334,2018-01-26 17:25:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,1817,7542,354,106,2018,1,26,17,25,25,False,False,Politics,thoughtful,0,1
239837056,2018-01-26 18:08:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,1595,8166,650,195,2018,1,26,18,8,32,False,True,Politics,thoughtful,1,0
279017541,2018-01-26 20:27:00,Great conversation today about innovation and the future.,elonmusk,Elon Musk,150000000,243,957,43,12,2018,1,26,20,27,5,False,False,Tech,erratic,0,0
908953766,2018-01-27 04:51:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,620,2645,87,26,2018,1,27,4,51,20,False,False,Music,consistent,0,0
761775909,2018-01-27 07:57:00,Excited to share our latest project in Science. More soon!,NASA,NASA,75000000,199,766,54,16,2018,1,27,7,57,7,False,True,Science,professional,0,0
416077633,2018-01-27 18:59:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,1534,5351,172,51,2018,1,27,18,59,34,False,False,Politics,thoughtful,1,0
28590728,2018-02-01 05:02:00,This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,340,2577,135,40,2018,2,1,5,2,19,False,True,Tech,informative,1,0
145168634,2018-02-01 13:16:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,130,1242,71,21,2018,2,1,13,16,20,False,False,Tech,informative,3,1
323596386,2018-02-01 14:04:00,Exciting news! 🔥,elonmusk,Elon Musk,150000000,180,1075,38,11,2018,2,1,14,4,3,False,True,Tech,erratic,1,0
198912548,2018-02-02 14:13:00,Great conversation today about innovation and the future.,BillGates,Bill Gates,62000000,388,1604,79,23,2018,2,2,14,13,14,False,False,Tech,informative,0,0
290419243,2018-02-02 15:43:00,Excited to share our latest project in Tech. More soon!,BillGates,Bill Gates,62000000,321,1380,68,20,2018,2,2,15,43,14,False,False,Tech,informative,0,1
803375780,2018-02-03 00:10:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,967,4417,186,55,2018,2,3,0,10,21,False,False,Music,consistent,0,0
825664182,2018-02-03 00:46:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,400,2226,175,52,2018,2,3,0,46,23,False,False,Tech,informative,0,0
872944455,2018-02-03 11:02:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,383,2579,205,61,2018,2,3,11,2,25,False,False,Tech,informative,1,2
191482245,2018-02-03 17:29:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,1035,6524,239,71,2018,2,3,17,29,28,False,True,Politics,thoughtful,0,0
307056572,2018-02-03 19:58:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,447,3832,262,78,2018,2,3,19,58,26,False,False,Music,consistent,0,0
266686742,2018-02-03 20:58:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,545,2517,52,15,2018,2,3,20,58,22,False,False,Music,consistent,0,0
549297582,2018-02-03 21:07:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,306,1529,97,29,2018,2,3,21,7,22,False,False,Music,consistent,3,0
566237948,2018-02-04 17:06:00,This is a detailed tweet about Science. ,NASA,NASA,75000000,252,1384,33,9,2018,2,4,17,6,18,False,False,Science,professional,1,0
879821343,2018-02-04 20:38:00,This is a detailed tweet about Science. ,NASA,NASA,75000000,1181,3950,182,54,2018,2,4,20,38,17,False,False,Science,professional,0,0
418593833,2018-02-05 00:03:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,1267,5773,395,118,2018,2,5,0,3,27,False,False,Politics,thoughtful,1,0
465436875,2018-02-05 04:37:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,863,2905,123,36,2018,2,5,4,37,22,False,False,Tech,erratic,3,0
645971046,2018-02-05 11:26:00,Great conversation today about innovation and the future.,elonmusk,Elon Musk,150000000,276,1211,43,12,2018,2,5,11,26,12,False,False,Tech,erratic,0,0
7014205,2018-02-05 15:00:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,667,2367,53,15,2018,2,5,15,0,20,False,False,Tech,erratic,0,1
276814967,2018-02-05 19:07:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,422,1634,118,35,2018,2,5,19,7,24,False,False,Politics,thoughtful,0,0
269600832,2018-02-05 19:34:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,732,4222,189,56,2018,2,5,19,34,23,False,False,Tech,erratic,1,0
104879544,2018-02-05 21:35:00,This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,256,1183,47,14,2018,2,5,21,35,19,False,False,Music,consistent,1,0
370564931,2018-02-05 22:54:00,This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,721,2481,66,19,2018,2,5,22,54,17,False,False,Tech,informative,1,1
593534796,2018-02-06 06:25:00,Great conversation today about innovation and the future.,elonmusk,Elon Musk,150000000,244,1029,70,21,2018,2,6,6,25,10,True,False,Tech,erratic,1,1
335878697,2018-02-06 16:47:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,955,4784,262,78,2018,2,6,16,47,23,False,False,Tech,informative,0,0
470642812,2018-02-06 20:01:00,Proud of what we're building. Stay tuned for updates.,elonmusk,Elon Musk,150000000,96,581,33,9,2018,2,6,20,1,9,False,True,Tech,erratic,0,0
978270339,2018-02-06 20:28:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,488,2901,124,37,2018,2,6,20,28,23,False,False,Tech,erratic,0,0
130544602,2018-02-07 08:56:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,712,3929,117,35,2018,2,7,8,56,28,True,True,Tech,informative,1,1
293612747,2018-02-09 13:35:00,This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,580,3505,93,27,2018,2,9,13,35,19,False,False,Politics,thoughtful,0,0
807676342,2018-02-09 18:46:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,932,6742,383,114,2018,2,9,18,46,20,False,False,Music,consistent,1,1
359440227,2018-02-09 20:01:00,Proud of what we're building. Stay tuned for updates.,elonmusk,Elon Musk,150000000,136,475,25,7,2018,2,9,20,1,5,False,False,Tech,erratic,2,0
844080500,2018-02-09 20:37:00,This is a detailed tweet about Science. ,NASA,NASA,75000000,648,3527,234,70,2018,2,9,20,37,17,False,False,Science,professional,0,0
305882428,2018-02-10 09:38:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,479,2802,137,41,2018,2,10,9,38,22,False,False,Politics,thoughtful,2,0
946494597,2018-02-12 03:35:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,542,1928,147,44,2018,2,12,3,35,22,False,False,Music,consistent,2,0
13549707,2018-02-12 10:44:00,This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,994,3759,172,51,2018,2,12,10,44,19,False,True,Tech,erratic,2,0
914969681,2018-02-12 12:40:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,239,1444,50,15,2018,2,12,12,40,22,False,False,Science,professional,1,0
295451533,2018-02-13 08:22:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,886,4736,327,98,2018,2,13,8,22,24,False,False,Tech,erratic,0,0
71460586,2018-02-13 18:58:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,835,3052,185,55,2018,2,13,18,58,22,False,False,Music,consistent,0,0
696363177,2018-02-13 21:14:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,648,2771,91,27,2018,2,13,21,14,22,False,False,Politics,thoughtful,3,0
320173655,2018-02-13 22:26:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,652,3920,181,54,2018,2,13,22,26,27,False,True,Politics,thoughtful,1,0
473505353,2018-02-14 04:49:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,347,1764,123,36,2018,2,14,4,49,23,False,False,Tech,informative,0,0
219049245,2018-02-14 13:00:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,876,4849,230,69,2018,2,14,13,0,24,True,False,Politics,thoughtful,0,0
108145512,2018-02-14 15:22:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,813,6407,186,55,2018,2,14,15,22,23,False,False,Tech,informative,0,0
9172110,2018-02-14 17:01:00,Excited to share our latest project in Tech. More soon!,elonmusk,Elon Musk,150000000,346,1453,85,25,2018,2,14,17,1,14,False,True,Tech,erratic,0,0
751502883,2018-02-15 01:28:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,528,1915,43,12,2018,2,15,1,28,21,False,False,Science,professional,0,0
228414544,2018-02-15 01:35:00,Proud of what we're building. Stay tuned for updates.,elonmusk,Elon Musk,150000000,733,3977,145,43,2018,2,15,1,35,11,False,False,Tech,erratic,0,0
760984744,2018-02-15 03:46:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,572,2315,123,36,2018,2,15,3,46,30,False,False,Tech,erratic,0,0
246411827,2018-02-15 08:48:00,This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,583,2440,115,34,2018,2,15,8,48,16,False,False,Tech,erratic,1,0
539308814,2018-02-15 09:55:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,1407,4996,327,98,2018,2,15,9,55,21,False,False,Science,professional,0,0
13713254,2018-02-15 11:36:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,989,4595,247,74,2018,2,15,11,36,24,False,True,Music,consistent,0,0
99563218,2018-02-15 22:28:00,Excited to share our latest project in Science. More soon!,NASA,NASA,75000000,484,1648,35,10,2018,2,15,22,28,13,True,False,Science,professional,0,0
68541140,2018-02-16 21:31:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,646,2266,177,53,2018,2,16,21,31,20,False,True,Music,consistent,0,0
537261264,2018-02-17 08:09:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,823,4215,236,70,2018,2,17,8,9,22,False,False,Music,consistent,0,0
551030531,2018-02-17 17:30:00,This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,268,1835,41,12,2018,2,17,17,30,18,False,False,Tech,informative,0,0
82888809,2018-02-18 01:03:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,424,2401,113,33,2018,2,18,1,3,22,False,True,Music,consistent,0,0
492867123,2018-02-18 04:52:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,520,2801,178,53,2018,2,18,4,52,25,False,True,Music,consistent,1,1
419555833,2018-02-18 12:45:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,457,2057,162,48,2018,2,18,12,45,20,False,False,Science,professional,0,0
630093677,2018-02-18 15:24:00,Excited to share our latest project in Science. More soon!,NASA,NASA,75000000,404,1917,72,21,2018,2,18,15,24,12,False,False,Science,professional,0,0
983991254,2018-02-19 06:56:00,This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,524,2016,121,36,2018,2,19,6,56,15,False,False,Tech,informative,0,0
245968812,2018-02-19 08:06:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,elonmusk,Elon Musk,150000000,393,3180,196,58,2018,2,19,8,6,35,False,False,Tech,erratic,1,0
495469372,2018-02-19 18:55:00,This is a detailed tweet about Science. This is a detailed tweet about Science. ,NASA,NASA,75000000,390,3795,134,40,2018,2,19,18,55,25,False,False,Science,professional,2,0
83390614,2018-02-20 06:52:00,This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,480,3898,107,32,2018,2,20,6,52,17,False,False,Music,consistent,2,0
55157252,2018-02-20 11:22:00,This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,184,1160,44,13,2018,2,20,11,22,17,False,False,Music,consistent,2,1
637888531,2018-02-20 12:39:00,This is a detailed tweet about Music. This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,1166,5054,349,104,2018,2,20,12,39,26,False,False,Music,consistent,0,0
628637837,2018-02-20 15:45:00,This is a detailed tweet about Science. ,NASA,NASA,75000000,864,4470,273,81,2018,2,20,15,45,17,False,True,Science,professional,1,0
708592592,2018-02-20 17:41:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,315,2808,194,58,2018,2,20,17,41,21,False,False,Politics,thoughtful,0,0
572468220,2018-02-20 17:47:00,This is a detailed tweet about Music. ,taylorswift13,Taylor Swift,95000000,858,8172,247,74,2018,2,20,17,47,18,False,False,Music,consistent,2,2
271606896,2018-02-21 16:34:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,926,6157,198,59,2018,2,21,16,34,23,False,False,Politics,thoughtful,0,0
304848284,2018-02-21 19:07:00,This is a detailed tweet about Tech. This is a detailed tweet about Tech. ,BillGates,Bill Gates,62000000,297,1775,48,14,2018,2,21,19,7,21,False,True,Tech,informative,0,0
690787085,2018-02-21 19:10:00,Great conversation today about innovation and the future.,elonmusk,Elon Musk,150000000,309,1231,86,25,2018,2,21,19,10,6,False,False,Tech,erratic,0,0
222800479,2018-02-21 22:55:00,Great conversation today about innovation and the future.,BillGates,Bill Gates,62000000,463,2292,177,53,2018,2,21,22,55,13,False,False,Tech,informative,0,2
719615,2018-02-22 16:49:00,Excited to share our latest project in Tech. More soon!,elonmusk,Elon Musk,150000000,627,3148,207,62,2018,2,22,16,49,10,False,True,Tech,erratic,1,1
732954896,2018-02-22 19:32:00,This is a detailed tweet about Politics. This is a detailed tweet about Politics. ,BarackObama,Barack Obama,132000000,3498,12193,854,256,2018,2,22,19,32,29,False,False,Politics,thoughtful,0,0
